Name,Down,Up
F0,1893024,1894752
F1,1894752,1896480
F2,1896480,1898208
F3,1898208,1899936
F4,1899936,1901664
F5,1901664,1903392
F6,1903392,1905120
F7,1884384,1887840
F8,1886112,1889568
F9,1887840,1891296
Fa,1889568,1893024
Fb,1891296,1894752
Fc,1880928,1882656
Fd,1882656,1884384
